rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
1385,THA_600,THA,(unnamed corridor),1,5.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,95.0,"16.17336,100.82632"
1386,THA_707,THA,(unnamed corridor),1,3.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,97.0,"15.61065,103.82604"
1387,THA_667,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,98.0,"14.98559,102.80774"
1388,THA_10,THA,Chiang Mai-Fang Road,1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,93.0,"18.94428,98.94317"
1389,THA_1887,THA,(unnamed corridor),1,6.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,97.0,"17.85358,103.55035"
1390,THA_1669,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,97.0,"14.24517,101.25153"
1391,THA_748,THA,Liap Khlong Song Road,1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,91.0,"13.86055,100.70778"
1392,THA_786,THA,Bo Sang Road,1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.4,1.0,94.0,"18.85342,99.13237"
1393,MAH_758,MAH,(unnamed),1,3.8,0,1,,Enforcement + calming (medium cost),2,2.3,3.0,63.0,"18.60891,74.01512"
1394,THA_1788,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,97.0,"16.40041,102.72052"
1395,THA_1483,THA,(unnamed corridor),1,4.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,97.0,"19.35976,100.14527"
1396,THA_18,THA,Bearing Road,2,4.2,1,1,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,83.0,"13.65177,100.61893"
1397,THA_1497,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,94.0,"18.10707,100.18198"
1398,MAH_729,MAH,Dehu - Alandi Road,1,4.0,0,0,,Re-set limit / signs (low cost),1,2.3,5.0,61.0,"18.67629,73.87261"
1399,THA_1263,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,97.0,"8.35842,99.59354"
1400,THA_913,THA,San Kamphaeng Sai Mai Road,2,3.8,1,1,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,89.0,"18.75967,99.04477"
1401,MAH_164,MAH,(unnamed),1,26.7,0,0,,Re-set limit / signs (low cost),1,2.3,5.0,21.0,"21.12611,77.71719"
1402,THA_299,THA,Highway 108,1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,97.0,"18.30552,98.64879"
1403,THA_287,THA,Phet Kasem Road,3,5.9,2,1,,Physical protection: footways/crossings/separation (high cost),4,2.3,0.0,89.0,"13.53777,99.80580"
1404,THA_1626,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,93.0,"16.63480,101.00001"
1405,MAH_406,MAH,Pune Nashik Highway,1,4.0,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,86.0,"19.59809,74.19269"
1406,THA_1583,THA,(unnamed corridor),1,4.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,97.0,"16.29153,100.61754"
1407,MAH_363,MAH,Masur Road,1,5.7,0,0,,Re-set limit / signs (low cost),1,2.3,5.0,64.0,"17.32321,74.18440"
1408,THA_1631,THA,(unnamed corridor),1,2.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,95.0,"13.45581,101.03020"
1409,MAH_268,MAH,(unnamed),1,7.8,0,1,,Enforcement + calming (medium cost),2,2.3,3.0,56.0,"20.72286,78.69445"
1410,THA_1545,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.3,1.0,96.0,"14.69613,100.37000"
1411,THA_823,THA,Sirorot Road,1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,95.0,"6.83882,101.26926"
1412,THA_145,THA,Phaya Thai Road,2,3.3,0,2,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,82.0,"13.74007,100.52984"
1413,MAH_46,MAH,Dhamori Road,1,12.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,72.0,"19.96377,74.35229"
1414,THA_878,THA,Saeng Chuto Road,2,4.9,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,91.0,"13.95555,99.74976"
1415,THA_79,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,96.0,"16.53497,100.46353"
1416,THA_787,THA,Chai Gate Road,1,5.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,91.0,"19.18797,99.83564"
1417,THA_1321,THA,(unnamed corridor),1,5.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,96.0,"14.61363,99.76915"
1418,THA_178,THA,Rangsiyothai Road,1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,95.0,"15.71154,100.11906"
1419,THA_1500,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"15.65590,100.17522"
1420,THA_806,THA,Srinagarindra-Rom Klao Road,1,2.8,1,0,,Enforcement + calming (medium cost),2,2.2,3.0,87.0,"13.75523,100.73244"
1421,THA_1717,THA,(unnamed corridor),1,7.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,94.0,"5.98975,101.87364"
1422,THA_1722,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"6.37934,101.90370"
1423,THA_1239,THA,(unnamed corridor),1,9.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,92.0,"7.88643,99.56172"
1424,THA_57,THA,(unnamed corridor),1,2.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,98.0,"16.15111,100.12527"
1425,THA_45,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,98.0,"7.90786,99.59800"
1426,THA_1391,THA,(unnamed corridor),1,4.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,95.0,"13.39109,99.87103"
1427,MAH_396,MAH,(unnamed),1,5.3,0,1,,Enforcement + calming (medium cost),2,2.2,2.0,64.0,"20.66651,76.71715"
1428,THA_1385,THA,(unnamed corridor),1,4.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,95.0,"17.14947,99.87367"
1429,THA_349,THA,(unnamed corridor),1,4.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"8.84899,98.74109"
1430,THA_1660,THA,(unnamed corridor),1,5.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,91.0,"16.84306,101.22827"
1431,THA_1657,THA,(unnamed corridor),1,3.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,96.0,"14.65028,101.19153"
1432,THA_690,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,96.0,"14.87785,103.54270"
1433,THA_154,THA,Suwannason Road,1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"14.25459,101.08775"
1434,THA_118,THA,(unnamed corridor),1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"13.90424,101.64416"
1435,THA_168,THA,Charot Withi Thong Road,4,6.0,4,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,0.0,90.0,"17.00947,99.80275"
1436,THA_1157,THA,(unnamed corridor),1,5.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,92.0,"7.42999,99.49559"
1437,THA_1938,THA,(unnamed corridor),1,4.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,97.0,"17.93038,103.97189"
1438,THA_656,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,98.0,"17.24833,102.56170"
1439,THA_791,THA,Charoen Rat Road,1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.2,1.0,90.0,"13.70576,100.51710"
1440,MAH_457,MAH,(unnamed),1,6.9,0,1,,Re-set limit / signs (low cost),1,2.2,5.0,44.0,"21.06978,80.33410"
1441,THA_940,THA,U Thong Road,2,3.9,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,91.0,"14.02506,99.54098"
1442,THA_816,THA,Wirat Hongyok Road,2,3.6,0,2,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,84.0,"7.88078,98.37197"
1443,THA_1789,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,97.0,"16.40029,102.72054"
1444,THA_1466,THA,(unnamed corridor),1,8.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,93.0,"7.31033,100.07898"
1445,THA_822,THA,Mahidon Road,2,3.1,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,91.0,"18.77506,98.97663"
1446,THA_69,THA,(unnamed corridor),1,2.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,98.0,"17.11755,100.30040"
1447,THA_104,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"6.75921,101.13642"
1448,THA_668,THA,(unnamed corridor),1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,98.0,"14.64148,102.83728"
1449,MAH_342,MAH,(unnamed),1,5.7,0,1,,Enforcement + calming (medium cost),2,2.1,2.0,62.0,"20.27124,76.98642"
1450,THA_70,THA,(unnamed corridor),1,2.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,98.0,"17.11761,100.30054"
1451,THA_1095,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,93.0,"10.13137,98.91009"
1452,THA_1941,THA,(unnamed corridor),1,4.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,94.0,"16.04883,103.93934"
1453,THA_1165,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"8.67722,99.37314"
1454,THA_1817,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,93.0,"17.12591,103.03263"
1455,THA_1440,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"12.83508,99.99063"
1456,THA_1424,THA,(unnamed corridor),1,5.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,96.0,"13.17376,99.96881"
1457,THA_1683,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,96.0,"13.60355,101.43182"
1458,MAH_330,MAH,(unnamed),1,5.2,1,0,,Enforcement + calming (medium cost),2,2.1,2.0,68.0,"20.17242,77.97440"
1459,THA_169,THA,Charot Withi Thong Road,2,4.9,1,1,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,92.0,"17.03080,99.82261"
1460,THA_1120,THA,(unnamed corridor),1,4.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,85.0,"18.73943,99.15285"
1461,MAH_300,MAH,(unnamed),1,5.2,1,0,,Enforcement + calming (medium cost),2,2.1,2.0,70.0,"20.43630,74.99907"
1462,THA_143,THA,Phatthanakan Road,2,2.9,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,90.0,"13.73671,100.63122"
1463,MAH_357,MAH,(unnamed),1,4.8,1,0,,Enforcement + calming (medium cost),2,2.1,2.0,70.0,"20.47799,78.34841"
1464,MAH_444,MAH,(unnamed),1,6.9,0,0,,Re-set limit / signs (low cost),1,2.1,5.0,43.0,"21.06967,80.33412"
1465,MAH_416,MAH,Flyover,2,3.9,2,0,,Enforcement + calming (medium cost),2,2.1,1.0,79.0,"20.93739,74.77702"
1466,MAH_72,MAH,(unnamed),1,14.4,0,0,,Re-set limit / signs (low cost),1,2.1,5.0,49.0,"21.05628,74.98747"
1467,MAH_727,MAH,(unnamed),1,5.6,0,0,,Re-set limit / signs (low cost),1,2.1,5.0,40.0,"19.62846,73.44937"
1468,THA_1567,THA,(unnamed corridor),1,15.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"15.73068,100.52583"
1469,THA_280,THA,Pridi Banomyong Road,2,3.9,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,90.0,"14.35074,100.56982"
1470,THA_246,THA,Chaeng Sanit Road,2,5.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"15.39283,104.55397"
1471,THA_442,THA,(unnamed corridor),1,3.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,98.0,"14.21561,99.77976"
1472,THA_285,THA,Charoen Khet Road,2,7.1,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,95.0,"6.00202,101.95161"
1473,MAH_447,MAH,Flyover,2,5.1,0,2,,Enforcement + calming (medium cost),2,2.1,1.0,56.0,"20.90775,74.79983"
1474,MAH_514,MAH,Jodabasavanna Chowk Road,1,3.9,0,1,,Enforcement + calming (medium cost),2,2.1,2.0,70.0,"17.66976,75.94013"
1475,THA_899,THA,At Narong Road,2,3.5,0,2,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,79.0,"13.71278,100.57274"
1476,THA_869,THA,Sanphawut Road,2,3.5,0,2,,Physical protection: footways/crossings/separation (high cost),4,2.1,1.0,83.0,"13.67463,100.59897"
1477,THA_881,THA,Khu Bon Road,1,2.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,91.0,"13.85624,100.68125"
1478,THA_745,THA,Lampang-Mae Mo Road,2,4.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,95.0,"18.27568,99.65367"
1479,THA_1888,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,94.0,"16.32843,103.55484"
1480,MAH_313,MAH,(unnamed),1,5.2,0,1,,Enforcement + calming (medium cost),2,2.0,2.0,65.0,"20.43616,74.99898"
1481,THA_58,THA,(unnamed corridor),1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,98.0,"16.15110,100.12545"
1482,THA_1950,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,96.0,"16.50159,104.05426"
1483,MAH_759,MAH,Maan Road,1,4.4,0,0,,Re-set limit / signs (low cost),1,2.0,4.0,48.0,"18.57771,73.71290"
1484,MAH_672,MAH,(unnamed),1,2.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,76.0,"18.79140,73.33724"
1485,MAH_677,MAH,(unnamed),1,12.0,0,0,,Re-set limit / signs (low cost),1,2.0,5.0,19.0,"20.99865,74.78350"
1486,THA_50,THA,(unnamed corridor),1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,97.0,"8.13974,99.67387"
1487,THA_162,THA,Ratchadaphisek Road,1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,88.0,"13.76563,100.56952"
1488,THA_491,THA,(unnamed corridor),1,3.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,98.0,"15.40700,100.04575"
1489,THA_42,THA,(unnamed corridor),1,2.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,97.0,"7.47357,99.55257"
1490,MAH_577,MAH,(unnamed),1,2.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,85.0,"18.79132,73.33719"
1491,THA_289,THA,Phet Kasem Road,1,3.0,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,83.0,"7.01815,100.48426"
1492,THA_1444,THA,(unnamed corridor),1,8.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,97.0,"6.65426,100.01029"
1493,THA_1449,THA,(unnamed corridor),1,9.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,97.0,"7.32162,100.02900"
1494,MAH_310,MAH,Kapurhul Bhor Road,1,4.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,82.0,"18.16426,73.85967"
1495,THA_1700,THA,(unnamed corridor),1,5.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,95.0,"16.05376,101.78096"
1496,THA_1793,THA,(unnamed corridor),1,3.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,97.0,"15.75381,102.75420"
1497,MAH_216,MAH,Maharashtra District Road 21,1,30.9,0,0,,Re-set limit / signs (low cost),1,2.0,4.0,14.0,"19.43307,73.97034"
1498,THA_1331,THA,(unnamed corridor),1,3.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,96.0,"6.85616,99.76862"
1499,THA_1101,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,90.0,"19.40113,98.97284"
1500,THA_669,THA,(unnamed corridor),1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,2.0,1.0,98.0,"14.64152,102.83714"
1501,THA_623,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,95.0,"15.20563,101.78732"
1502,THA_1635,THA,(unnamed corridor),1,10.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,96.0,"16.15015,101.11125"
1503,THA_1313,THA,(unnamed corridor),1,4.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,90.0,"20.18020,99.83466"
1504,THA_171,THA,Nakhon Sawan Road,1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,92.0,"16.20139,103.27482"
1505,THA_1725,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,96.0,"16.41826,102.09568"
1506,THA_316,THA,Chaofa Road,1,2.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,87.0,"7.85962,98.36453"
1507,MAH_321,MAH,NH222,2,5.3,0,0,,Re-set limit / signs (low cost),1,1.9,2.0,60.0,"19.25582,76.78810"
1508,THA_763,THA,Rama III Road,2,3.6,1,1,,Enforcement + calming (medium cost),2,1.9,1.0,75.0,"13.69603,100.49860"
1509,THA_1114,THA,(unnamed corridor),1,5.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,94.0,"10.23372,99.11702"
1510,THA_1842,THA,(unnamed corridor),1,5.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,95.0,"17.05699,103.24543"
1511,THA_1829,THA,(unnamed corridor),1,3.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,96.0,"16.75087,103.08775"
1512,MAH_171,MAH,(unnamed),1,10.3,0,0,,Enforcement + calming (medium cost),2,1.9,2.0,43.0,"18.06484,75.46416"
1513,THA_1792,THA,(unnamed corridor),1,3.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,98.0,"15.75363,102.75435"
1514,THA_1513,THA,(unnamed corridor),1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,94.0,"16.76377,100.26403"
1515,THA_662,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,97.0,"15.54743,102.56652"
1516,MAH_585,MAH,(unnamed),1,4.4,0,1,,Enforcement + calming (medium cost),2,1.9,2.0,53.0,"20.30993,74.16106"
1517,THA_258,THA,Aphai Borirak Road,1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,95.0,"7.62608,100.10874"
1518,MAH_89,MAH,Kapuskhed Islampur Road,1,7.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,81.0,"17.07317,74.24239"
1519,THA_396,THA,(unnamed corridor),1,2.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.9,1.0,98.0,"14.09220,99.27577"
1520,MAH_595,MAH,(unnamed),1,5.8,0,0,,Re-set limit / signs (low cost),1,1.9,4.0,40.0,"16.74284,74.39192"
1521,MAH_590,MAH,Wankhede Road,1,3.5,0,0,,Re-set limit / signs (low cost),1,1.9,4.0,67.0,"21.10807,79.04587"
1522,MAH_275,MAH,(unnamed),1,5.2,0,1,,Enforcement + calming (medium cost),2,1.8,2.0,65.0,"20.71848,78.57276"
1523,THA_173,THA,Lom Sak Bypass Road,1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,98.0,"16.74893,101.18031"
1524,THA_543,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,97.0,"14.61012,100.45574"
1525,THA_1629,THA,(unnamed corridor),1,2.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,97.0,"13.02944,100.99606"
1526,THA_1206,THA,(unnamed corridor),1,3.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,89.0,"11.23238,99.48947"
1527,THA_269,THA,Srisawat Road,2,2.9,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,0.0,95.0,"14.07753,99.47702"
1528,MAH_676,MAH,Sadguru Shankar Maharaj Uddanpul,2,2.5,0,2,,Physical protection: footways/crossings/separation (high cost),4,1.8,0.0,78.0,"18.46804,73.85753"
1529,MAH_376,MAH,(unnamed),1,4.7,0,1,,Enforcement + calming (medium cost),2,1.8,2.0,60.0,"21.02867,75.87671"
1530,THA_1656,THA,(unnamed corridor),1,7.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,91.0,"6.44623,101.13550"
1531,MAH_375,MAH,Ahmednagar Flyover,1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,88.0,"19.08810,74.73938"
1532,MAH_393,MAH,(unnamed),1,5.3,0,1,,Enforcement + calming (medium cost),2,1.8,2.0,53.0,"20.66662,76.71716"
1533,THA_1241,THA,(unnamed corridor),1,5.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,96.0,"13.80474,99.53553"
1534,THA_1205,THA,(unnamed corridor),1,3.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,90.0,"11.23237,99.48934"
1535,THA_1899,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,95.0,"16.07410,103.68505"
1536,THA_1347,THA,(unnamed corridor),1,6.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,94.0,"13.97269,99.84137"
1537,THA_1516,THA,(unnamed corridor),1,7.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,96.0,"17.53167,100.26618"
1538,MAH_225,MAH,Kalameshwar Bypass Road,1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,95.0,"21.28452,78.91356"
1539,THA_1198,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,96.0,"13.87450,99.45573"
1540,MAH_366,MAH,Akola Bypass,2,7.3,0,0,,Re-set limit / signs (low cost),1,1.8,2.0,40.0,"20.69573,76.98857"
1541,MAH_710,MAH,(unnamed),1,4.5,0,0,,Re-set limit / signs (low cost),1,1.8,4.0,43.0,"18.46770,74.30983"
1542,THA_1003,THA,Rama IX Road,1,2.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,92.0,"13.75565,100.57018"
1543,THA_1031,THA,Krung Thon Buri Road,2,2.5,2,0,,Enforcement + calming (medium cost),2,1.8,1.0,78.0,"13.72084,100.50251"
1544,THA_312,THA,Charan Sanit Wong Road,1,2.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.8,1.0,80.0,"13.74038,100.47114"
1545,MAH_524,MAH,(unnamed),1,3.0,1,0,,Enforcement + calming (medium cost),2,1.8,2.0,77.0,"20.88485,74.79192"
1546,MAH_573,MAH,(unnamed),1,10.1,0,0,,Re-set limit / signs (low cost),1,1.8,4.0,22.0,"18.57781,74.03458"
1547,THA_1858,THA,(unnamed corridor),1,4.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,96.0,"17.81754,103.32676"
1548,THA_90,THA,(unnamed corridor),1,3.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,97.0,"16.17029,100.62610"
1549,THA_1214,THA,(unnamed corridor),1,3.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,86.0,"14.01346,99.51915"
1550,MAH_135,MAH,(unnamed),1,7.9,0,0,,Re-set limit / signs (low cost),1,1.7,4.0,56.0,"19.02552,74.46890"
1551,MAH_217,MAH,(unnamed),1,6.5,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,57.0,"19.28825,77.30883"
1552,THA_861,THA,Ratchada-Ram Inthra Road,2,2.8,2,0,,Enforcement + calming (medium cost),2,1.7,1.0,77.0,"13.81964,100.66336"
1553,THA_1744,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,96.0,"16.67559,102.37145"
1554,THA_1765,THA,(unnamed corridor),1,6.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,93.0,"14.42426,102.46840"
1555,MAH_186,MAH,(unnamed),1,4.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,84.0,"19.13406,74.03855"
1556,THA_232,THA,Srinagarindra Road,2,2.4,2,0,,Enforcement + calming (medium cost),4,1.7,1.0,88.0,"13.66300,100.64370"
1557,MAH_668,MAH,(unnamed),1,3.9,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,50.0,"18.43511,74.44972"
1558,THA_161,THA,Ratchadaphisek Road,1,2.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,89.0,"13.72707,100.55980"
1559,THA_26,THA,Chen Chop Thit Road,1,4.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,88.0,"16.06972,102.73371"
1560,THA_1677,THA,(unnamed corridor),1,5.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,93.0,"15.90473,101.42145"
1561,THA_1192,THA,(unnamed corridor),1,4.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,97.0,"16.40949,99.50233"
1562,THA_1490,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,95.0,"15.16201,100.13519"
1563,THA_1684,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,95.0,"13.63372,101.43241"
1564,MAH_8,MAH,Major District Road 3,1,23.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,72.0,"21.24701,75.12002"
1565,THA_629,THA,(unnamed corridor),1,2.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,96.0,"15.68713,102.01050"
